id,lon,lat
00206d5a07cd83b757afd59e654ca1a5,114.405631,30.46101044
00206d5a07cd83b757afd59e654ca1a5,114.40567217777777,30.460709421111112
00206d5a07cd83b757afd59e654ca1a5,114.40571335555555,30.46040840222222
00206d5a07cd83b757afd59e654ca1a5,114.40575453333334,30.460107383333334
00206d5a07cd83b757afd59e654ca1a5,114.40579571111111,30.459806364444443
00206d5a07cd83b757afd59e654ca1a5,114.40583688888889,30.459505345555556
00206d5a07cd83b757afd59e654ca1a5,114.40587806666666,30.459204326666665
00206d5a07cd83b757afd59e654ca1a5,114.40591924444445,30.458903307777778
00206d5a07cd83b757afd59e654ca1a5,114.40596042222222,30.458602288888887
00206d5a07cd83b757afd59e654ca1a5,114.4060016,30.45830127
003080e490678efdaba0dfccf235d2a5,114.4072126,30.46019132
003080e490678efdaba0dfccf235d2a5,114.40717811111111,30.46021241
003080e490678efdaba0dfccf235d2a5,114.40714362222222,30.4602335
003080e490678efdaba0dfccf235d2a5,114.40710913333334,30.460254589999998
003080e490678efdaba0dfccf235d2a5,114.40707464444445,30.46027568
003080e490678efdaba0dfccf235d2a5,114.40704015555555,30.46029677
003080e490678efdaba0dfccf235d2a5,114.40700566666666,30.46031786
003080e490678efdaba0dfccf235d2a5,114.40697117777778,30.460338949999997
003080e490678efdaba0dfccf235d2a5,114.40693668888889,30.460360039999998
003080e490678efdaba0dfccf235d2a5,114.4069022,30.46038113
0032d2252a5aa718085b027e7f48811c,114.4092853,30.45444382
0032d2252a5aa718085b027e7f48811c,114.40906503333333,30.454370383333334
0032d2252a5aa718085b027e7f48811c,114.40909836666667,30.454603676666665
0032d2252a5aa718085b027e7f48811c,114.409095,30.45470365
0032d2252a5aa718085b027e7f48811c,114.40869793333333,30.45458014
0032d2252a5aa718085b027e7f48811c,114.4079038,30.45433312
0032d2252a5aa718085b027e7f48811c,114.409055,30.45438371
0032d2252a5aa718085b027e7f48811c,114.409095,30.45470365
0032d2252a5aa718085b027e7f48811c,114.40830086666666,30.45445663
0032d2252a5aa718085b027e7f48811c,114.4089849,30.45423371
003364b453f300f20664b02cdc20290f,114.4093753,30.45542362
003364b453f300f20664b02cdc20290f,114.4093753,30.45542362
003364b453f300f20664b02cdc20290f,114.4093753,30.45542362
003364b453f300f20664b02cdc20290f,114.4093753,30.45542362
003364b453f300f20664b02cdc20290f,114.4093753,30.45542362
003364b453f300f20664b02cdc20290f,114.4093753,30.45542362
003364b453f300f20664b02cdc20290f,114.4093753,30.45542362
003364b453f300f20664b02cdc20290f,114.4093753,30.45542362
003364b453f300f20664b02cdc20290f,114.4093753,30.45542362
003364b453f300f20664b02cdc20290f,114.4093753,30.45542362
0034f1f831d4f3b34547240d4d1ed6f0,114.4083041,30.45567299
0034f1f831d4f3b34547240d4d1ed6f0,114.40843756666666,30.45581968777778
0034f1f831d4f3b34547240d4d1ed6f0,114.40857103333333,30.455966385555556
0034f1f831d4f3b34547240d4d1ed6f0,114.40854433333334,30.455999696666666
0034f1f831d4f3b34547240d4d1ed6f0,114.40846424444445,30.455995212222224
0034f1f831d4f3b34547240d4d1ed6f0,114.40840862222223,30.455995183333332
0034f1f831d4f3b34547240d4d1ed6f0,114.40837746666666,30.45599961
0034f1f831d4f3b34547240d4d1ed6f0,114.40837189999999,30.45600182888889
0034f1f831d4f3b34547240d4d1ed6f0,114.4084431,30.455997424444444
0034f1f831d4f3b34547240d4d1ed6f0,114.4085143,30.45599302
00601111951f06dbb07dd52857f15c8a,114.4068426,30.4556423
00601111951f06dbb07dd52857f15c8a,114.40661126666667,30.455622206666668
00601111951f06dbb07dd52857f15c8a,114.40637993333334,30.455602113333335
00601111951f06dbb07dd52857f15c8a,114.40614860000001,30.45558202
00601111951f06dbb07dd52857f15c8a,114.40591726666668,30.455561926666668
00601111951f06dbb07dd52857f15c8a,114.4058016,30.455542993333335
00601111951f06dbb07dd52857f15c8a,114.4058016,30.455525220000002
00601111951f06dbb07dd52857f15c8a,114.4058016,30.455507446666665
00601111951f06dbb07dd52857f15c8a,114.4058016,30.455489673333332
00601111951f06dbb07dd52857f15c8a,114.4058016,30.4554719
00683511d0e48139e081f415676696b0,114.408114,30.45427324
00683511d0e48139e081f415676696b0,114.408114,30.454279906666667
00683511d0e48139e081f415676696b0,114.408114,30.45428324
00683511d0e48139e081f415676696b0,114.408114,30.45428324
00683511d0e48139e081f415676696b0,114.408114,30.45428324
00683511d0e48139e081f415676696b0,114.408114,30.45428324
00683511d0e48139e081f415676696b0,114.408114,30.45428324
