id,departure,total_dis,total_time,total_len,avg_dis,avg_speed,sid,eid
13d01f10796a0fea125b61d4001611bd,0,3.461916868,1414,2100.591268,22.58700288,5.447929063,33,33
994c79cffc5d26688767d4592d467da3,0,214.8433597,778,214.8433597,42.96867194,0.781248581,16,7
d24bc7012362aef961311cf4dd5b0686,0,21.60966006,386,21.65382596,10.82691298,0.081337821,24,3
049070a05d773ae629a09dc81ea45887,0,11.45539703,225,37.15525547,9.288813867,0.65619699,34,34
641cc15669d3d28c5807b5c1154f2626,0,334.9416624,116,334.9416624,334.9416624,2.887428124,35,33
b22f00ab6b79ee49629c6c1a40a52a76,0,0,30,26.17367702,13.08683851,0.981512888,21,24
5ce43ddb2c263343f4d55c4217c68ff9,0,0,208,892.1459657,99.12732953,3.961985741,3,10
a7679139caac838719a45d1d85bd0068,0,160.6488542,542,719.3324855,42.31367562,2.499754999,34,35
50bfbf236a894e7a306726a1f92f5e85,0,51.37119382,403,927.0023886,44.14297088,3.683745616,36,36
db83aed5576bf2a5c05c5d0f83c6b257,0,443.7958029,30,443.7958029,443.7958029,14.79319343,37,37
562b244fe71aba706ad387c7b615abe4,0,20.94191396,1169,182.4361389,5.885036737,0.777589761,38,38
c35b4ad7b8b9a5beb5255de5a940bae3,0,0,621,0,0,0,39,8
caccbedc2a98d0b7414c1c68c99d4880,0,0,1239,272.8821525,2.70180349,1.520894772,12,14
04489ecee8d271850b543eb2a3f7e927,0,2.217448849,3,2.217448849,0.739149616,0.739149616,40,39
740537949edec883b0edb20dc1a55696,0,136.1563855,957,171.8439882,15.62218074,0.721564954,16,3
04d265843f08287fa31497a671df284c,0,272.5147822,65,378.6475966,94.66189915,17.23028133,5,40
8905dcb3705b325c2e0800e63b19d1b9,0,33.63165795,39,33.63165795,33.63165795,0.862350204,41,41
67b1495fe507f9d7d740c09766da57f6,0,9.666639371,406,9.666639371,9.666639371,0.023809457,42,42
82f143bc35c133d7fcdcf27fe8c607a0,0,24.08165444,26,754.4218074,68.58380067,55.14477491,43,17
9791b05d0df39a10bf0b5b1c3ab6dffa,0,109.6531149,133,1046.912233,104.6912233,9.092801672,44,43
32cb499d3d674def84f3210581f3afac,0,0,546,0,0,0,3,10
e134eb9a32d8dfe5fc4b3e8b11999614,0,0,279,6.92397948,0.494569963,0.082428327,45,44
58f81a4ed8b2eca13a6293710e176b29,0,83.2956811,1409,100.296346,5.278755054,0.009518295,46,45
739bb1e4b9ecc2ef49f957ed593d0bca,0,0,415,0,0,0,17,20
0cd8e71b1bc1a05cbc30320988e49e7a,0,8.724027905,853,214.7384072,15.33845766,1.376904271,47,46
be76c6c9a368424791c1782240831546,0,34.49227997,267,34.49227997,17.24613998,0.067367734,24,47
7f85e3e56ccfdd97616343c1f2c68676,0,48.29631942,925,48.29631942,48.29631942,0.052212237,29,48
f59f7387344a572c15aac12a98b0f13c,0,368.3026436,134,368.3026436,368.3026436,2.748527191,48,49
bc323a0642c505adfcc8a2903483a360,0,0,416,0,0,0,3,10
4709451a0ac7cccd3ef909aef18c34da,0,6.662522395,545,28.14265574,5.628531148,3.40490975,16,50
ef6d62a516ad6b594f863bf4ccf4a3f6,0,12.50072024,427,171.8740838,21.48426047,5.550915649,18,51
a31416f719d9e98832d1f9b5b01e4ba4,0,28.44233488,1429,375.9667082,4.321456416,0.774213022,9,52
da92d5965e4bb84a08d540a7e2e49b42,0,357.9751578,720,360.1965078,32.74513707,0.404409899,49,53
79afd934912fafc678d7ec7e42f69543,0,1.108726632,96,1.108726632,1.108726632,0.011549236,7,11
018a646e6f1ca2545e95093d2e609442,0,0,1366,0,0,0,47,46
3003d9c147d19b05d145a440fd4eda62,0,136.6529586,79,304.1130713,43.44472447,7.129047959,2,7
49d9cacecd56c42f40ab21db349c1414,0,33.38831036,64,71.82028097,11.97004683,5.368136165,29,48
f127b036d692e5bb6d2955cc0cc2b2cb,0,6.732097342,299,925.0797171,22.56291993,3.428283983,50,40
ff7ac7508c4b40c6473a963e3f375cbb,0,1.108738915,1400,27.28241593,1.299162663,0.032642364,21,24
59d45e307e69f9cd8b4de1cb2a36172c,0,25.25561739,926,270.5987319,15.91757247,2.438636446,7,10
f5662e8e148acda4317f208f9a9c27cc,0,29.84978704,16,33.77457354,16.88728677,2.342685401,22,54
397180113922ddadbd90e979f807f7a2,0,0,313,29.19087908,2.245452237,0.212070489,51,55
5b2494680771af6929f0979dece14f20,0,15.53662062,2,15.67634014,7.83817007,7.83817007,44,53
e5eee1f7d896ddc2f23e8e3637863a81,0,234.8150244,30,234.8150244,234.8150244,7.827167478,21,11
47abe6fc6abe00be91698c1189bd3f84,0,104.1563555,874,110.6981077,55.34905384,0.656564611,21,56
150532c8a1726603f6949e4b5e711fb9,0,0,158,68.22446615,7.580496239,2.760316433,52,57
f9fc4861429b453af9612ccc8d2acece,0,0,30,0,0,0,21,24
c49972658d4f2920f4d50634a80eb826,0,18.54335843,1269,18.54335843,18.54335843,0.014612576,29,30
c61938a6c374856c67c47eacbc2f90b5,0,7.761088236,226,128.5883753,21.43139589,0.948898912,18,51
2192d2d5c07f279e879bd040d678fd40,0,0,82,0,0,0,53,56
be4ae6642d0f1cf9afd48f0a54403273,0,784.2334723,8,784.2334723,392.1167361,56.01667659,17,24
f0a5327934a5fa93ceef7c407f51f6f3,0,65.2850083,29,66.8265179,22.27550597,2.643367263,54,36
5a5c88bebd63731396040947db95275d,0,17.7396607,323,769.033574,128.1722623,20.24180116,47,46
fe87bc4d1de53426890466030127d189,0,0,881,27.70217254,3.462771568,0.113364545,34,34
517bafacee3c5dc3a275b2bbeddbdebe,0,140.8550239,9,186.4065386,26.62950552,25.16275586,24,17
2c1d32f3fa32b94f6fcf19b1e06878cd,0,0,221,0,0,0,55,23
5df529e69a23e4703899a197a97b8b8e,0,0,42,0,0,0,17,20
dedefa591769222ae26129c39c39c694,0,421.414139,656,1134.212877,162.0304109,3.319244663,56,31
1d85787740ef21398713e11d9515ad14,0,224.5115007,328,224.5115007,28.06393759,0.128145834,40,58
f91c9516acb1733a18ea033713781c5c,0,4.537520983,871,143.8048351,17.97560439,1.094020999,57,59
d8ce67730c3605fc0338dfde44cd041e,0,44.38622287,427,1241.832575,206.9720958,4.128544851,53,60
e675aff4e284fc19b7d659fd7252f93c,0,0,116,0,0,0,9,52
e6134c639897e9a0f563004461a403b7,0,0.961715167,417,0.961715167,0.04579596,0.001205157,58,49
c823c18205ca5a7360b5e4d4fe5b3d74,0,0,341,0,0,0,17,20
e894127066111f0ff1534595be298d52,0,4.835048916,24,4.835048916,1.208762229,0.201460371,38,38
596429182b6f9677878bdc2182d55130,0,8.000053921,710,2120.737601,47.12750225,8.14818969,57,59
362bc8d2282b357a2a05867441fc8555,0,141.284087,3,151.6232833,75.81164167,61.67385187,18,61
645d9498eecb581b3ff81a55bcdc6019,0,114.3020178,152,387.5800168,16.14916737,8.738264352,59,34
ab0a4b3ccfe2c3b89b415dbe7a03fe81,0,0,48,0,0,0,9,52
e3862d3f17bfb709acad1375e6589508,0,0,303,0,0,0,9,52
9b96997a7572b847820ff2f40b1d45b9,0,2.416647424,251,118.6697374,39.55657913,0.445214382,40,39
3c866514221659f0f5fafd82e7d23466,0,56.10348862,806,248.8942607,124.4471303,0.340695131,60,13
870eeb2b9425314cc7975868a92143f1,0,0,24,0,0,0,34,34
4412b4adf6d06d202192c02800823145,0,0,802,459.3168346,13.50931867,3.294437209,61,54
30c734b44b4186b911d2da1970ebbf31,0,174.0903926,781,187.9389777,26.84842539,0.538496154,62,23
38298100192b5d8f71d6f43d2f17cf48,0,121.1664686,333,856.8263398,214.206585,4.023309305,26,18
0d32b96612d42361a66aaf456d643933,0,0,222,169.8529567,33.97059133,1.056422682,11,13
17bf8daa451434458968b5341e92e4ef,0,0,30,0,0,0,15,18
2641c5590f831ff49950900fe5a8ee27,0,22.01050186,7,22.01050186,22.01050186,3.144357409,15,62
84e71dc37e76a1136fa102dd945856dc,0,72.1685365,194,181.1192473,5.488462039,1.20218035,63,63
4b654fa9bfd40bade60834984f08a7a1,0,10.16130948,283,132.4436749,26.48873497,1.949483999,57,59
e88f9f74bad709297b184ed7eceb7e93,0,0,1,0,0,0,17,20
e38369984b88468fdb64bfca237c7bac,0,4.833335275,895,71.69799898,23.89933299,0.244422867,64,64
97ff5d403cdd62717059079877910cd4,0,32.16782114,118,44.25693763,11.06423441,0.738223937,65,51
c96b5d27a33cbb9b8ca853a97d8ee23f,0,19.33808573,2,19.33808573,19.33808573,9.669042864,56,24
85a8395e37df7e5c8db4c89d2f810610,0,6.182115508,169,6.182115508,3.091057754,0.022237826,34,34
18b046fb177739570c4726b6731363bf,0,0,153,2.934637791,0.366829724,0.017195143,25,26
29055812861730c3b44b58d55d11e38b,0,0,890,67.65698388,33.82849194,0.121896085,21,24
8229db50b6fad6b208f7604accefd0d9,0,3.847094545,15,23.29537718,3.882562864,2.360669658,55,23
e1253b7b9e62140ab2cbdaa408b02e5e,0,12.01341154,81,14.96990335,7.484951674,0.183296549,29,3
cf57cb58aa59a7d01e085bf86d6f6fd1,0,132.5111252,325,132.5111252,132.5111252,0.407726539,57,58
f9ca2f93c0dc0ca287cd4136555cacb4,0,3.847195096,26,3.847195096,3.847195096,0.147969042,66,38
add0668413879db90015d209888c5053,0,42.30903528,30,42.30903528,42.30903528,1.410301176,29,30
2811ec63b7c2431ffb9c601d32599d9a,0,221.0044317,261,916.382548,305.4608493,19.83348474,67,65
a96cd3250899744fa1932a48446e1f3f,0,0,37,0,0,0,17,20
9b542c544b16fad2500a5d1025bb3b42,0,4.40208043,1401,62.11006481,2.957622134,0.344015804,43,66
a7c0d85a01e80c2151afe0b5eba786f1,0,737.4501827,233,737.4501827,737.4501827,3.165022243,17,63
0ffac900c5cc17002298730da77c2e80,0,0,903,100.9573065,50.47865324,0.178894128,56,67
6e36477aedd686e928cbf1bef104564b,0,0,40,0,0,0,56,67
6611db2b3f57e261db8a9e1b23c2e2f4,0,0,965,748.5873407,10.11604515,0.182112311,9,52
da76d152611eb7a4e96fcea16d924f3b,0,0,323,0,0,0,56,67
cabe68586462dbbcdaae05ee6082c3d4,0,542.8263771,72,1047.160211,61.59765945,9.070375117,13,68
aa1a48c231e2aac894d5adeb4293a8d4,0,14.91599347,947,377.7959253,75.55918506,5.65267038,52,50
8d5760fa375d2f70597b6e7a2746a51c,0,2.417525924,1,2.417525923,2.417525923,2.417525923,22,25
09655d89037c929843c3ee99bffbe24a,0,262.2314887,402,320.3381946,21.35587964,2.628727719,13,37
596637549bb117c959a14950011ce82b,0,203.827335,20,203.827335,203.827335,10.19136675,62,23
338d3af4a74db830d4a2a4997ed775c5,0,72.02918695,409,72.02918695,6.548107904,0.050760526,68,0
acc4dd96cac0e5b91725d9969ce07497,0,0,134,0,0,0,15,18
7dce018a95eb6925500b12590967b11b,0,0,1,0,0,0,55,23
2d9ee6b1e0d7fba7b68651d8c785cb37,0,0,705,0,0,0,56,67
2d720007fb594db867bbc818b3a26aa0,0,49.23920084,348,81.24375358,16.24875072,3.364153931,60,14
ce4a9d78c55da71629283f87b613c6f1,0,24.71132454,1054,888.9036036,55.55647523,2.854396775,24,30
5ebff7cf7fb2456b1ab1176adf3dbf4e,0,14.59883366,489,348.3725993,58.06209988,1.503085271,33,10
a3ab90d2d062090a88cb8073ff3ef53f,0,0,83,0,0,0,58,49
2d7f0e5212501b879883db9c8085d554,0,12.34800514,61,14.16252131,7.081260656,0.247197431,69,45
2229f5a10d7403aebc3776a6fe9eb56d,0,17.31380578,413,309.3142777,103.1047592,7.114506175,18,51
876994903ff2b646ee47baaf9ba046fe,0,0,125,0,0,0,70,69
b17280f490cf3a88f112484f7317749d,0,9.978559088,19,38.7267112,9.681677801,3.029862877,26,70
62920e6ad16f4e998ed870a5ae58955e,0,82.98882215,58,82.98882215,41.49441108,1.975924337,56,71
d6adc7dcabaefb4f45f5d043c78fb458,0,0,27,0,0,0,3,10
6f843ee3306f430523d486b4bffe74ed,0,211.0782077,333,734.1998323,34.96189678,5.021076365,44,72
8dedeedaf3e7b1bd0a50262dabb507b6,0,17.76274006,250,17.76274006,17.76274006,0.07105096,18,51
026af25719e49a09a985ced1046c46ed,0,0,670,449.6354887,49.95949874,0.577039949,37,73
bdaf2205efc61eefc2137659ca1f2685,0,48.61667396,89,55.64057806,11.12811561,0.817729904,68,74
4e225850afc161f649789611af3c5cbb,0,5.868636731,971,237.5572031,26.39524479,1.882377685,71,75
ab11f1523886b5b1fde3f1d2dd02cf43,0,160.6142444,7,160.6142444,160.6142444,22.94489205,44,76
a0e9d7e6e8849bf43bf412dfbea651ef,0,3.091872062,846,45.00592426,22.50296213,0.108038355,47,46
0c07a0c7c8a29318aacece415248ecee,0,82.54997684,56,82.54997684,82.54997684,1.474106729,23,77
f2f83f0eb6d1230edf82de27c066a17e,0,0,256,39.72420783,7.944841566,0.309931492,34,34
f070e1ffd9800628cbf62b778ceab6e7,0,44.5907056,1367,414.5992797,103.6498199,5.264500276,23,4
574fbd384c26a3556206e19d4f11a821,0,19.33808573,2,19.33808573,19.33808573,9.669042864,21,67
fff1083925f50c70c2783ee56996dec4,0,3.638013166,1068,178.0897093,16.18997357,2.281982901,54,41
cb292b43a9b688a57ab579a5a571e72a,0,109.8985614,1396,533.050176,44.420848,4.598432146,44,48
7c765d84b5f7b336dc474a6ca51960a2,0,275.9413893,11,275.9413893,275.9413893,25.08558085,15,23
63f483618f38ee1ae05ab37076ffa7fc,0,163.5508042,496,184.6123503,61.5374501,0.891502388,18,0
8302e367a0538f254eb64cecc24f690f,0,0,44,0,0,0,3,10
79c560b74720215840f8e4a7e6a8d65b,0,25.58038089,56,25.58038089,25.58038089,0.456792516,33,7
4cfe38a98d12e1e7978e0b2326e7fbaa,0,51.440506,190,51.440506,51.440506,0.270739505,72,78
707d2ba153c2cb991ac0424724cd77e2,0,13.34004517,13,13.34004516,13.34004516,1.02615732,33,33
a647e9d06e740484064e20a38a9cf5b1,0,66.87327756,506,118.2212727,23.64425454,2.431423936,29,4
6770660b3792a95594b4d06582f25454,0,238.7550019,488,238.7550019,119.3775009,0.354235908,16,18
e12c0f09339dbd2ac789ba8057b52acb,0,7.279513505,1262,486.037746,243.018873,3.106897899,0,58
454e2bf01c5699e8e45a43d6580b65a2,0,135.990148,1368,712.8577788,25.45920639,2.072821099,11,76
091fbe04cf95db1404cbd916aff7fd98,0,202.2361099,262,203.0622081,101.531104,0.618458785,73,12
ccb582af48811f71d0d085ba999f9d98,0,0,870,937.9684676,46.89842338,4.595535033,46,76
708666519ee27e530429acaaa39db39c,0,26.92531849,79,110.3869853,12.26522059,4.184767524,61,50
2ee1b5a1179dddbb8df343d271d256f1,0,5.294578869,942,90.05500247,9.005500247,0.797491185,23,19
ed7f9204754e9893baa66c4c2c7ef769,0,30.262996,808,740.4833205,92.56041506,3.378077152,6,6
91b6c6aceaa56e79be539487476f4acc,0,22.23131701,948,320.132538,21.3421692,1.538859774,74,79
42817ff0ddc64874f79e215a22e3be0e,0,1.108727244,12,10.16555551,5.082777754,0.847129626,2,17
52121dada0e02ebadf7cbbeb779a7a12,0,0,125,0,0,0,24,47
86fce15d80711ace2151d59d5053ff5e,0,0,686,338.0482074,12.07315026,0.292240104,43,66
307f9dd1ee7725521655dfd5643ae009,0,16.55716309,24,16.55716309,16.55716309,0.689881795,3,10
224c03bc4710c3f65004e8d0f8775e31,0,0,352,0,0,0,75,80
a73ee73124cf72faa767fd119bf82126,0,20.35733839,920,780.8378842,45.93164024,4.65562289,29,30
69f327bd4de6d21b58d8235413a91801,0,0,20,0,0,0,59,61
7342266ddb0c41673d7a7c39f8f74ae4,0,0,361,0,0,0,3,10
ea5d97d5a344a0ed8788a9de1104c51b,0,196.2428149,102,793.6673396,158.7334679,23.93685333,2,77
69fa12581696c97ae73c41dd63393fd4,0,45.30447588,593,49.44064923,24.72032462,0.078952192,2,54
0c90f11cd57af03569addfe6d16d2363,0,0,493,593.9856095,17.47016498,0.928843613,15,18
19c3c2acc7eac236d9c1607a43ca9865,0,199.6727021,898,292.291776,48.715296,3.762047887,21,11
69b6cf9a068d6f48da8216f0f3ed5e97,0,0,1000,78.52103105,4.61888418,0.581709754,21,24
205c92dd6cf244bea46e8396bda8358d,0,63.8294613,195,63.8294613,12.76589226,0.440203181,55,67
bfea7f412cb11f41c12f7fa72ea77c7c,0,116.762475,184,218.6360635,43.7272127,1.604792873,48,3
2d5f6f62d7d0ceef1e3180f2f2847132,0,36.20271717,8,536.018002,76.57400029,62.90587985,55,24
0f9175fb37a204b5d4592e6d0c45767e,0,55.03024376,285,1063.83584,88.65298668,7.134036291,50,36
2202944609599daf6784febbe00deff4,0,100.8479932,6,100.8479932,100.8479932,16.80799887,44,70
3f16bf5804c202d5e08009bebb4ac305,0,258.8654575,336,776.5963724,258.8654575,3.550668379,76,50
16468b4825ba477fffda8bb1655b42e9,0,0,777,0,0,0,17,20
737c2380340a0352f3e9c6184e211f92,0,33.20864567,1432,1917.236044,23.66958079,3.55227347,74,47
d1daafb861b9bb5e1e9e3415fea4e0ee,0,4.440690938,354,62.44092615,15.61023154,7.94765216,39,8
d5e6e1615974d433d6713b49ab651874,0,0,31,0,0,0,21,24
49b7ebd167494d17e2a36f921a8532b9,0,14.56360536,185,165.4538407,9.732578864,1.778199571,4,77
c71b364218d081cbb4dacd2507aa0c65,0,113.3190757,465,223.5359453,20.32144957,5.650455734,12,13
88ef17b104934770647b783fa1311eb2,0,0,919,0,0,0,17,20
91314de273cb53c37833ef5a512a0d4a,0,6.652369744,480,21.50091946,10.75045973,4.016597855,48,70
2b77e9dccfb0e8dfbcc238f883cff93c,0,0,971,0,0,0,74,79
fc5c6265388f15765c7c6ed6e81c877b,0,320.4508721,4,321.0421149,80.26052872,80.26052872,9,23
2c1d471547ab2baa509f3cf6acb0efda,0,10.38602514,161,61.98896171,8.855565959,1.575716306,68,16
ae5473b633e8fbddf7a040f6cf1fcd12,0,82.3544414,1068,100.0186044,12.50232555,0.094122782,72,81
3ab96eb8df815a4d4eb3f9417238a15e,0,1.108718955,135,1.108718955,1.108718955,0.008212733,65,82
c3354a09c44da511f084acb0cb03e72e,0,6.65236987,188,8.86983018,4.43491509,0.081628138,30,31
62afcb7fa2d30862e3f88afc0cb7779f,0,0,236,313.0856273,104.3618758,1.418995667,62,71
9ae1dce2ff526c09a2412c1a95428541,0,78.61230609,111,576.9554542,72.11943178,6.002933097,77,14
54d957e69886a997caca36f40476e89b,0,15.55231556,143,269.0533666,4.203958854,2.993769775,78,83
14660fc1320b76fe72d3c59156bdd91f,0,153.2381299,2,153.2381299,153.2381299,76.61906495,5,62
87f68f118363e76e0f5c9461500c8fc5,0,0,8,0,0,0,17,20
351addab0c4eb49a2c913f563ad548fb,0,5.543650921,34,5.543650921,5.543650921,0.163048556,30,31
40bc29bfa715f915e2ecc03eba0aef7e,0,274.7395604,36,274.7395604,91.57985345,3.981732759,6,67
c51327601aeab31cf741735e0884dc49,0,0,299,111.2133777,10.11030706,0.8557596,63,84
058a5d53465554f8ad2de8665f5171a9,0,52.2057621,25,111.6737766,55.83688831,5.987073455,6,60
d3f44630974e6323321b73106ce2aa2d,0,0,235,0,0,0,0,58
952c9f83d51fe036a5a32e3c16472851,0,13.84773993,942,13.97072453,6.985362264,0.366092376,32,3
aaba61e726c7b53fd27941f64dc18769,0,17.65572167,255,1215.97233,86.8551664,25.84980769,32,30
21f26fe664fbdf1e4a57778541358cd1,0,133.5534679,73,519.5389161,86.58981935,8.336845446,32,50
5370997325e0d90a60126165ef6905a8,0,6.721154473,510,113.054374,16.15062486,2.076282776,40,34
059c280d58347e17c8572698839f2bff,0,98.59728523,1332,635.0701293,31.75350646,0.719684519,79,85
a0d7a297edd8f74fff7921a2d3dc2697,0,0,16,0,0,0,37,73
34f67a6309f81099333a52880b1ef931,0,119.8782469,906,803.0091095,100.3761387,21.17621587,62,7
51e62ebffa2c8205ae1ec138613925e0,0,0,179,0,0,0,1,86
ccc49e37f665c0424ad17a82d1ae563c,0,211.6441891,286,211.6441891,35.27403152,3.527403152,79,56
de85f0242838f16b4656af0033e68428,0,2.217457297,549,19.65695343,4.914238357,0.072362477,80,22
f84a5cef5451d87f1645940441ae6417,0,95.39302918,134,95.39302918,95.39302918,0.711888277,18,83
797dd9e13ebbd418a8491b6c4e7a0245,0,94.64423482,12,212.9200023,106.4600011,17.74333352,47,10
e25d5f7a2394276974f19fb0db4d63be,0,94.78588585,1,94.78588585,94.78588585,94.78588585,21,37
f000353227d01af81639a58a4eb4594f,0,8.278554243,479,42.65624607,21.32812304,1.278339993,16,50
e23b69cef5c4514144a6d8f4da9290aa,0,59.70967828,1,59.70967828,59.70967828,59.70967828,50,77
2b13a74ba6de9fc1e6869a4a232f207d,0,360.1869357,893,807.8555487,36.72070676,2.666247896,17,87
af4574bc0beed1ec5b0a32cb2529b580,0,38.30146531,1038,216.5364384,54.13410961,3.023166088,2,5
15500ba90f9b0535be2679bfecbb8020,0,21.15856734,342,21.15856734,10.57928367,0.215903748,28,29
99511c58cdb0796ba43b88866597632a,0,113.0938033,173,113.0938033,56.54690164,0.445251194,65,88
0d995b42c3440d4a9d89ab20a6a02c93,0,6.248287614,131,6.248287614,6.248287614,0.047696852,57,59
ae624f62ad31100be7f2a54ac7306dae,0,0,221,0,0,0,21,24
d3c34f6c9d78c6a64b9261817274465d,0,325.3844982,279,325.3844982,162.6922491,0.623341951,81,50
3571a80dbce764d157399adb45a3223f,0,0,64,0,0,0,3,10
6a16e329242143a8e17a9af3163d3d99,0,2.219772499,20,67.34963985,22.44987995,2.806234994,62,71
8aefe4899961782909ed8922e0c4312b,0,185.7203919,38,465.7787278,66.53981826,9.123820726,2,47
8750e96f5e3f6d7ccfe8aea63e6f8fb2,0,0,86,0,0,0,3,10
2c0fd30894ee6cff4f9b645e246b66ca,0,189.384131,7,364.2194436,60.7032406,53.39342022,10,17
31d86eafc695e64caaa1b11412a154c8,0,65.12512787,994,620.8724511,68.9858279,1.744775451,23,59
86b983b87eea77441405b952fcd88aae,0,57.52072147,635,214.4992493,12.6176029,3.914424003,11,48
9df0ae34a8b045418c6aa0fbd81b9a73,0,55.2122127,313,649.835926,30.94456791,2.043767226,24,13
694693006f041c20cc2a0ca88ff39cd1,0,87.64646836,131,87.64646836,87.64646836,0.66905701,61,17
496c34d2faa96cc3158a9af608bd3715,0,25.62842467,426,413.2545058,14.25015537,1.374353801,78,61
6e0ae55942bcdd1bee584be0c0d5fe9e,0,40.46789092,360,40.46789092,20.23394546,2.890563637,46,72
5b86024bf69cb30bc353c06bcd8c85d5,0,0,65,0,0,0,21,24
805cda91ec3f2edd829ac06cddb18149,0,0,102,0,0,0,82,74
080b76a3e62f9d5bd962a8228ab52073,0,40.76471286,86,40.76471285,10.19117821,0.783936786,83,61
5bbcda45d4a7ea336344eb5ac5affd25,0,57.62352258,1271,110.1960995,15.74229993,0.775344009,84,24
3c94f5754ed725fffcb9c0a72fb6002f,0,260.1089786,450,588.2345429,34.60203193,6.879085371,35,27
e6dadf1061d9f1d193a039edbf13bf91,0,19.92644176,793,64.3704331,32.18521655,6.85939439,7,11
3c1d8db29f9c87acded2d0063653e721,0,4.934735818,43,39.77461292,9.94365323,3.232795545,67,89
