id,lon,lat
9d01ee28607660af0f5655e4ced4fe1e,114.4078836,30.45665253
9d01ee28607660af0f5655e4ced4fe1e,114.4087143,30.4576927
9d01ee28607660af0f5655e4ced4fe1e,114.4103364,30.45501429
9d01ee28607660af0f5655e4ced4fe1e,114.409996,30.45451421
9d01ee28607660af0f5655e4ced4fe1e,114.409966,30.45514403
9d01ee28607660af0f5655e4ced4fe1e,114.408294,30.4560129
9d01ee28607660af0f5655e4ced4fe1e,114.4075029,30.45982155
fdda4cd449dc55d1850bfe190cef016a,114.4074729,30.45993151
fdda4cd449dc55d1850bfe190cef016a,114.4069925,30.45901152
00acdfb2cfba98fb70c8062c99ca07d8,114.4096655,30.4565935
00acdfb2cfba98fb70c8062c99ca07d8,114.4097757,30.45587374
00acdfb2cfba98fb70c8062c99ca07d8,114.4097757,30.45587374
00acdfb2cfba98fb70c8062c99ca07d8,114.4054713,30.45583168
b48d3882396e498774aaadea88347d64,114.4096355,30.45598363
b48d3882396e498774aaadea88347d64,114.4093052,30.45570352
b48d3882396e498774aaadea88347d64,114.4093052,30.45570352
4631181a78cf5e27e4772ce2e43deccb,114.4079737,30.45620269
4631181a78cf5e27e4772ce2e43deccb,114.4079537,30.45620268
4631181a78cf5e27e4772ce2e43deccb,114.408234,30.45575293
4631181a78cf5e27e4772ce2e43deccb,114.4079937,30.45616271
4631181a78cf5e27e4772ce2e43deccb,114.4081239,30.45570289
4631181a78cf5e27e4772ce2e43deccb,114.4080338,30.45608275
df7874846e298d79a60a5448fe49378a,114.410076,30.45607387
df7874846e298d79a60a5448fe49378a,114.410076,30.45607387
df7874846e298d79a60a5448fe49378a,114.410126,30.45626385
df7874846e298d79a60a5448fe49378a,114.410126,30.45626385
2764a52cc8af21ca2eacbe76a7507b83,114.4060018,30.45541199
2764a52cc8af21ca2eacbe76a7507b83,114.4060018,30.45541199
2764a52cc8af21ca2eacbe76a7507b83,114.4060018,30.45541199
2764a52cc8af21ca2eacbe76a7507b83,114.4060018,30.45541199
e6c5be17a89643c9f8b8cf29b8176a70,114.410036,30.45540401
e6c5be17a89643c9f8b8cf29b8176a70,114.4102062,30.45510419
e6c5be17a89643c9f8b8cf29b8176a70,114.4079138,30.45432313
e6c5be17a89643c9f8b8cf29b8176a70,114.4099059,30.45470411
e6c5be17a89643c9f8b8cf29b8176a70,114.4099259,30.4555739
e6c5be17a89643c9f8b8cf29b8176a70,114.4098959,30.45442417
e6c5be17a89643c9f8b8cf29b8176a70,114.4097757,30.45546384
ef3e765ec977418d5047ca784564adfc,114.4060018,30.45541199
ef3e765ec977418d5047ca784564adfc,114.4055714,30.45586171
ef3e765ec977418d5047ca784564adfc,114.4060018,30.45541199
f0f32c5990ad252e6140a7fdf08a2ecc,114.4066722,30.45864147
f0f32c5990ad252e6140a7fdf08a2ecc,114.408394,30.45767253
f0f32c5990ad252e6140a7fdf08a2ecc,114.4054912,30.45726133
ae257b9cb76e39c5857102ce3a5a3545,114.4054112,30.4560516
ae257b9cb76e39c5857102ce3a5a3545,114.4054913,30.45589167
ae257b9cb76e39c5857102ce3a5a3545,114.4055914,30.45583173
03f5ab1711d80e0c6e769d3623f1f503,114.4096956,30.45590369
03f5ab1711d80e0c6e769d3623f1f503,114.4097156,30.4559037
03f5ab1711d80e0c6e769d3623f1f503,114.4094954,30.45569363
03f5ab1711d80e0c6e769d3623f1f503,114.4094353,30.45562361
03f5ab1711d80e0c6e769d3623f1f503,114.4097056,30.4558637
03f5ab1711d80e0c6e769d3623f1f503,114.4096555,30.45587367
03f5ab1711d80e0c6e769d3623f1f503,114.4096155,30.45551374
03f5ab1711d80e0c6e769d3623f1f503,114.4095855,30.45590362
03f5ab1711d80e0c6e769d3623f1f503,114.4094453,30.45545366
03f5ab1711d80e0c6e769d3623f1f503,114.4095154,30.45540371
03f5ab1711d80e0c6e769d3623f1f503,114.4094753,30.4557636
03f5ab1711d80e0c6e769d3623f1f503,114.4095054,30.45547369
03f5ab1711d80e0c6e769d3623f1f503,114.4094854,30.45548367
03f5ab1711d80e0c6e769d3623f1f503,114.4095755,30.45549372
03f5ab1711d80e0c6e769d3623f1f503,114.4095855,30.45551372
8c3b35b3df828ae8f9895df70da8f1a6,114.4101462,30.45499418
8c3b35b3df828ae8f9895df70da8f1a6,114.4101462,30.45499418
8c3b35b3df828ae8f9895df70da8f1a6,114.4101462,30.45499418
8c3b35b3df828ae8f9895df70da8f1a6,114.4101462,30.45499418
8c3b35b3df828ae8f9895df70da8f1a6,114.4101462,30.45499418
8c3b35b3df828ae8f9895df70da8f1a6,114.4101462,30.45499418
8c3b35b3df828ae8f9895df70da8f1a6,114.4101462,30.45499418
68f006a872923180ec0c7d8c4d470ad7,114.4087143,30.4576927
68f006a872923180ec0c7d8c4d470ad7,114.4087143,30.4576927
fb5ca4427af5e0725b253d9b197c312f,114.4091451,30.45480365
fb5ca4427af5e0725b253d9b197c312f,114.4091249,30.45683313
fb5ca4427af5e0725b253d9b197c312f,114.409045,30.45465363
d9060927646ca6c67f68d70cbe5b3906,114.4080639,30.45510301
d9060927646ca6c67f68d70cbe5b3906,114.4079938,30.45522294
09a79063a281dd7500ce1ac486c4c424,114.4081739,30.45641274
09a79063a281dd7500ce1ac486c4c424,114.4081939,30.45636276
09a79063a281dd7500ce1ac486c4c424,114.4081939,30.45636276
09a79063a281dd7500ce1ac486c4c424,114.4081939,30.45636276
09a79063a281dd7500ce1ac486c4c424,114.4081939,30.45636276
09468405f3007f0f8e43898088173f50,114.4073832,30.4550027
09468405f3007f0f8e43898088173f50,114.4073832,30.4550027
05fec871a862233d16974a6568b1a1de,114.4073828,30.45986148
05fec871a862233d16974a6568b1a1de,114.4067922,30.45996119
05fec871a862233d16974a6568b1a1de,114.4058913,30.46053066
05fec871a862233d16974a6568b1a1de,114.4073428,30.45949156
05fec871a862233d16974a6568b1a1de,114.4071826,30.45967144
05fec871a862233d16974a6568b1a1de,114.4073428,30.45949156
05fec871a862233d16974a6568b1a1de,114.4053908,30.46066043
05fec871a862233d16974a6568b1a1de,114.4055009,30.46052051
05fec871a862233d16974a6568b1a1de,114.4067922,30.45996119
05fec871a862233d16974a6568b1a1de,114.4067922,30.45996119
05fec871a862233d16974a6568b1a1de,114.4067922,30.45996119
05fec871a862233d16974a6568b1a1de,114.4067922,30.45996119
05fec871a862233d16974a6568b1a1de,114.4071826,30.45967144
05fec871a862233d16974a6568b1a1de,114.4071826,30.45967144
05fec871a862233d16974a6568b1a1de,114.4067922,30.45996119
05fec871a862233d16974a6568b1a1de,114.4067922,30.45996119
05fec871a862233d16974a6568b1a1de,114.4067922,30.45996119
044daa77f4ab59c20caf7403e9cbb3d6,114.4094953,30.45662339
044daa77f4ab59c20caf7403e9cbb3d6,114.4095454,30.45652345
044daa77f4ab59c20caf7403e9cbb3d6,114.4097055,30.45654353
2867218f92e05cf88421dd0ee8593430,114.4107368,30.45534445
2867218f92e05cf88421dd0ee8593430,114.4107368,30.45534445
2867218f92e05cf88421dd0ee8593430,114.4107368,30.45534445
2867218f92e05cf88421dd0ee8593430,114.4107368,30.45534445
2867218f92e05cf88421dd0ee8593430,114.4107368,30.45534445
2867218f92e05cf88421dd0ee8593430,114.4107368,30.45534445
2867218f92e05cf88421dd0ee8593430,114.4107468,30.45539444
2867218f92e05cf88421dd0ee8593430,114.4107468,30.45539444
66f1b5241f6d9de622b1457dad9123fa,114.409295,30.45692321
66f1b5241f6d9de622b1457dad9123fa,114.4085042,30.4564529
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
9ea817ec31b5833ccefe0db5ecc8d1b3,114.405631,30.46101044
6a1bcfffda4fbe3286c002898ea0375b,114.4058513,30.45960088
6a1bcfffda4fbe3286c002898ea0375b,114.4057714,30.45755137
6a1bcfffda4fbe3286c002898ea0375b,114.4073028,30.45909164
6a1bcfffda4fbe3286c002898ea0375b,114.4058513,30.45960088
6a1bcfffda4fbe3286c002898ea0375b,114.4065619,30.460301
6a1bcfffda4fbe3286c002898ea0375b,114.4065619,30.460301
6a1bcfffda4fbe3286c002898ea0375b,114.4073028,30.45909164
6a1bcfffda4fbe3286c002898ea0375b,114.4065619,30.460301
6a1bcfffda4fbe3286c002898ea0375b,114.4065619,30.460301
e596171eb5520524264e705847074eb6,114.4057415,30.4557618
e596171eb5520524264e705847074eb6,114.4057415,30.4557618
e596171eb5520524264e705847074eb6,114.4058517,30.45570186
2c0df4309124db8f771bc566d4af6cf2,114.4074932,30.4560225
2c0df4309124db8f771bc566d4af6cf2,114.407233,30.45587242
ceb49949b685be400ed7c62933fb132f,114.4104966,30.45438454
ceb49949b685be400ed7c62933fb132f,114.4079338,30.45422316
4cb1da14b2b19ada29107eee0988d332,114.408114,30.45428324
4cb1da14b2b19ada29107eee0988d332,114.4080139,30.45420321
e9ef8d53cbe99d971ee788f638ae94cb,114.4097156,30.4554938
e9ef8d53cbe99d971ee788f638ae94cb,114.4096856,30.45554377
e9ef8d53cbe99d971ee788f638ae94cb,114.4097056,30.45560377
e9ef8d53cbe99d971ee788f638ae94cb,114.4096756,30.45552377
e9ef8d53cbe99d971ee788f638ae94cb,114.410006,30.45520404
e9ef8d53cbe99d971ee788f638ae94cb,114.410006,30.45520404
e9ef8d53cbe99d971ee788f638ae94cb,114.4096055,30.45552373
e9ef8d53cbe99d971ee788f638ae94cb,114.410006,30.45520404
e9ef8d53cbe99d971ee788f638ae94cb,114.4099559,30.455244
e9ef8d53cbe99d971ee788f638ae94cb,114.4097056,30.45556378
e9ef8d53cbe99d971ee788f638ae94cb,114.4096756,30.45549378
e9ef8d53cbe99d971ee788f638ae94cb,114.4096856,30.45552378
e9ef8d53cbe99d971ee788f638ae94cb,114.4091049,30.45590336
1bd9cee85615129ab8607a149cbfdb3d,114.4085642,30.45710277
1bd9cee85615129ab8607a149cbfdb3d,114.4078035,30.45686244
1bd9cee85615129ab8607a149cbfdb3d,114.4085542,30.4569428
1bd9cee85615129ab8607a149cbfdb3d,114.4085342,30.45727271
f66fff2a46e17ba6945827d6a1c97d97,114.4087445,30.45599314
f66fff2a46e17ba6945827d6a1c97d97,114.4087045,30.45599312
f66fff2a46e17ba6945827d6a1c97d97,114.4087946,30.45598317
f66fff2a46e17ba6945827d6a1c97d97,114.4086945,30.45601311
f66fff2a46e17ba6945827d6a1c97d97,114.4086745,30.45595311
f66fff2a46e17ba6945827d6a1c97d97,114.4089047,30.45550335
f66fff2a46e17ba6945827d6a1c97d97,114.4087946,30.45559326
f66fff2a46e17ba6945827d6a1c97d97,114.4087946,30.45564325
f66fff2a46e17ba6945827d6a1c97d97,114.4086344,30.45594309
f66fff2a46e17ba6945827d6a1c97d97,114.4088747,30.45594322
f66fff2a46e17ba6945827d6a1c97d97,114.4087045,30.45597312
